id,title,year,tier,software_detected,method_candidates_sw,method_candidates_kw,datatype_candidates,taxon_candidates,context_candidates,ResearchTask_labels,Method_labels,Software_labels,Taxon_labels,DataType_labels,Context_labels,Assumption_labels
https://openalex.org/W3006857885,A willow sex chromosome reveals convergent evolution of complex palindromic repeats,2020,tier1,STRUCTURE,,,Transcriptome (RNA-seq),Mammalia|Plants,,Adaptation Inference|Phylogeny Inference,,STRUCTURE,Plants,Transcriptome (RNA-seq),,No Recombination
https://openalex.org/W3067773676,Ancestral Absence of Electron Transport Chains in Patescibacteria and DPANN,2020,tier2,,,,,,,Phylogeny Inference,,,Bacteria|Archaea,,,
https://openalex.org/W2964962118,An introduction to phylosymbiosis,2020,tier1,,,,,Plants,,,,,Plants,,,
https://openalex.org/W3124071923,Spatial patterns and conservation of genetic and phylogenetic diversity of wildlife in China,2021,tier2,,,,,Vertebrates,,,,,Vertebrates,,,
https://openalex.org/W3149310107,High social status males experience accelerated epigenetic aging in wild baboons,2021,tier2,,,,,,,,,,,,,
https://openalex.org/W3048434366,An Unbiased Molecular Approach Using 3′-UTRs Resolves the Avian Family-Level Tree of Life,2020,tier1,,,,Fossil Record,Aves,,Phylogeny Inference,,,Aves,Nuclear Gene Sequences,,
https://openalex.org/W3026316627,"Genomic Analysis of European Drosophila melanogaster Populations Reveals Longitudinal Structure, Continent-Wide Selection, and Previously Unknown DNA Viruses",2020,tier1,STRUCTURE,,,Ecological / Environmental Variables,Drosophila|Model Organisms,,Population Structure Analysis|Selection Detection,,STRUCTURE,Drosophila,Ecological / Environmental Variables,,
https://openalex.org/W3007157408,"Complex Evolution of Insect Insulin Receptors and Homologous Decoy Receptors, and Functional Significance of Their Multiplicity",2020,tier2,,,,,Insects,,Phylogeny Inference,,,Insects,,,
https://openalex.org/W3158735354,A rooted phylogeny resolves early bacterial evolution,2021,tier1,,,,,,,Phylogeny Inference,,,,,,
https://openalex.org/W3018187768,Seeing the rainbow: mechanisms underlying spectral sensitivity in teleost fishes,2020,tier2,,,,Occurrence / Distribution Records|Transcriptome (RNA-seq),Teleost Fish|Vertebrates,,Adaptation Inference,,,Teleost Fish,Occurrence / Distribution Records|Transcriptome (RNA-seq),,
https://openalex.org/W3006759334,The systematics of the Cervidae: a total evidence approach,2020,tier2,,,,Fossil Record|Morphometric Data|mtDNA,,,Phylogeny Inference|Trait Evolution Analysis,,,,Fossil Record|Morphometric Data|mtDNA,,
https://openalex.org/W3041011883,Speciation through chromosomal fusion and fission in Lepidoptera,2020,tier2,,,,,Insects,,Speciation,,,Insects,,,
https://openalex.org/W4385278816,ITS alchemy: On the use of ITS as a DNA marker in fungal ecology,2023,tier2,,,,Ecological / Environmental Variables|Nuclear Gene Sequences,,,Species Delimitation,,,,Nuclear Gene Sequences|Ecological / Environmental Variables,,
https://openalex.org/W4285093403,A super pan-genomic landscape of rice,2022,tier2,,,,Transcriptome (RNA-seq),Plants,,Adaptation Inference,,,Plants,Transcriptome (RNA-seq),,
https://openalex.org/W3034747402,Disparities in the analysis of morphological disparity,2020,tier2,,,,,,,Trait Evolution Analysis|Comparative Methods,,,,,,
https://openalex.org/W3001749974,"Asian water buffalo: domestication, history and genetics",2020,tier2,STRUCTURE,,,Ecological / Environmental Variables|SNP Genotype Data,,Freshwater Environment,Demographic History Inference,,STRUCTURE,,SNP Genotype Data|Ecological / Environmental Variables,Freshwater Environment,Gene Flow Allowed
https://openalex.org/W4293051598,Genotype–environment associations to reveal the molecular basis of environmental adaptation,2022,tier2,,,,Ecological / Environmental Variables|SNP Genotype Data|Whole Genome Sequence,Plants,,Adaptation Inference|Selection Detection,,,Plants,Whole Genome Sequence|SNP Genotype Data|Ecological / Environmental Variables,,
https://openalex.org/W3004122056,101 Dothideomycetes genomes: A test case for predicting lifestyles and emergence of pathogens,2020,tier2,,,,Ecological / Environmental Variables|Whole Genome Sequence,Plants,,Phylogeny Inference|Adaptation Inference,,,Plants,Whole Genome Sequence|Ecological / Environmental Variables,,
https://openalex.org/W4405670661,MEGA12: Molecular Evolutionary Genetic Analysis Version 12 for Adaptive and Green Computing,2024,tier2,,,Maximum Likelihood,,,,Phylogeny Inference,Maximum Likelihood,,,,,
https://openalex.org/W3009260711,The sex with the reduced sex chromosome dies earlier: a comparison across the tree of life,2020,tier2,,,,Ecological / Environmental Variables|Morphometric Data,Aves|Mammalia,,Comparative Methods,,,Aves|Mammalia,Morphometric Data|Ecological / Environmental Variables,,
https://openalex.org/W3014884580,Dynamic genome evolution and complex virocell metabolism of globally-distributed giant viruses,2020,tier2,,,,,,,,,,,,,
https://openalex.org/W4287730743,Local Adaptation: Causal Agents of Selection and Adaptive Trait Divergence,2022,tier2,,,,,,,Adaptation Inference,,,,,,
https://openalex.org/W3040417581,"Measuring Genome Sizes Using Read-Depth, k-mers, and Flow Cytometry: Methodological Comparisons in Beetles (Coleoptera)",2020,tier2,,,,,Insects,,,,,Insects,,,
https://openalex.org/W4319812547,"Taxon-specific, phased siRNAs underlie a speciation locus in monkeyflowers",2023,tier2,,,,Nuclear Gene Sequences,,,Speciation,,,,Nuclear Gene Sequences,,
https://openalex.org/W4296032784,Codiversification of gut microbiota with humans,2022,tier2,,,,Ecological / Environmental Variables,,,Gene Flow Analysis,,,,Ecological / Environmental Variables,,
https://openalex.org/W3010767342,The Effects of Temperature on Animal Gut Microbiomes,2020,tier2,,,,Ecological / Environmental Variables|Occurrence / Distribution Records,,,,,,,Ecological / Environmental Variables|Occurrence / Distribution Records,,
https://openalex.org/W4309766482,Phylogenomics and the flowering plant tree of life,2022,tier1,,,,"Reduced Representation (RADseq, GBS)",Angiosperms|Plants,,Phylogeny Inference,,,Plants|Angiosperms,"Reduced Representation (RADseq, GBS)",,Gene Flow Allowed|Incomplete Lineage Sorting Considered
https://openalex.org/W3120875795,Assessing the performance of qpAdm: a statistical tool for studying population admixture,2021,tier2,ADMIXTURE,,Simulation-based Inference,Behavioral Data,,,Population Structure Analysis,Simulation-based Inference,ADMIXTURE,,,,Gene Flow Allowed
https://openalex.org/W3080711553,"Transient receptor potential channels: current perspectives on evolution, structure, function and nomenclature",2020,tier2,STRUCTURE,,,Ecological / Environmental Variables|Occurrence / Distribution Records,Drosophila|Model Organisms|Vertebrates,,Phylogeny Inference,,STRUCTURE,Drosophila|Model Organisms|Vertebrates,Occurrence / Distribution Records,,
https://openalex.org/W3120422619,Applied aspects of methods to infer phylogenetic relationships amongst fungi,2020,tier2,,,,,,,Phylogeny Inference,,,,,,
https://openalex.org/W4386316880,Genomic inference of a severe human bottleneck during the Early to Middle Pleistocene transition,2023,tier1,,,Maximum Likelihood|Coalescent-based Model,Fossil Record,,,Demographic History Inference,Coalescent-based Model,,,Fossil Record,,Bottleneck Model
https://openalex.org/W3075891525,Disentangling Sources of Gene Tree Discordance in Phylogenomic Data Sets: Testing Ancient Hybridizations in Amaranthaceae s.l,2020,tier1,,,Coalescent-based Model|Network Phylogenetics,,Plants,,Hybridization / Introgression Detection|Phylogeny Inference,Coalescent-based Model|Network Phylogenetics,,Plants|Angiosperms,Transcriptome (RNA-seq),,Gene Flow Allowed|Incomplete Lineage Sorting Considered
https://openalex.org/W3015494257,"Analysis of 1,000+ Type-Strain Genomes Substantially Improves Taxonomic Classification of Alphaproteobacteria",2020,tier2,,,,Whole Genome Sequence,,,Phylogeny Inference|Species Delimitation,,,,Whole Genome Sequence,,
https://openalex.org/W3196034458,Quantifying the relationship between genetic diversity and population size suggests natural selection cannot explain Lewontin’s Paradox,2021,tier1,,,Phylogenetic Comparative Methods (PCM),Occurrence / Distribution Records,,,Comparative Methods,Phylogenetic Comparative Methods (PCM),,,Occurrence / Distribution Records,,
https://openalex.org/W3146958471,Global epistasis emerges from a generic model of a complex trait,2021,tier1,,,,,,,Adaptation Inference,,,,,,
https://openalex.org/W3083864964,Estimating the quality of eukaryotic genomes recovered from metagenomic analysis with EukCC,2020,tier1,,,,,,,,,,Model Organisms,,,
https://openalex.org/W3035367124,Variation in recombination rate affects detection of outliers in genome scans under neutrality,2020,tier2,,,Coalescent-based Model|Approximate Bayesian Computation (ABC),,Drosophila|Model Organisms,,Selection Detection|Gene Flow Analysis,Coalescent-based Model,,Drosophila|Model Organisms,,,Neutral Evolution Assumption
https://openalex.org/W3213410277,Phylogenomic approaches to detecting and characterizing introgression,2021,tier1,,,Coalescent-based Model,Occurrence / Distribution Records|Whole Genome Sequence,,,Hybridization / Introgression Detection,Coalescent-based Model|Network Phylogenetics,,,Whole Genome Sequence,,Gene Flow Allowed|Incomplete Lineage Sorting Considered
https://openalex.org/W3007052684,Evolution of Plant NLRs: From Natural History to Precise Modifications,2020,tier1,,,,Ecological / Environmental Variables,Plants,,,,,Plants,,,
https://openalex.org/W3160855197,Avian Coloration Genetics: Recent Advances and Emerging Questions,2021,tier1,,,,Occurrence / Distribution Records|SNP Genotype Data,Aves,,Trait Evolution Analysis,,,Aves,,,
https://openalex.org/W3027192977,The origin of domestication genes in goats,2020,tier2,,,,,,,,,,,,,
https://openalex.org/W3192863794,Epigenetics for Crop Improvement in Times of Global Change,2021,tier2,,,,Ecological / Environmental Variables|Transcriptome (RNA-seq),Plants,,Adaptation Inference,,,Plants,Transcriptome (RNA-seq),,
https://openalex.org/W4205901551,The Emergence of SARS-CoV-2 Variants of Concern Is Driven by Acceleration of the Substitution Rate,2022,tier2,,,,Occurrence / Distribution Records,,,Adaptation Inference,,,,Occurrence / Distribution Records,,Molecular Clock|Relaxed Clock
https://openalex.org/W4381661616,A host of armor: Prokaryotic immune strategies against mobile genetic elements,2023,tier2,,,,,,,Adaptation Inference,,,,,,
https://openalex.org/W3021325701,Phylogenomics Reveals Ancient Gene Tree Discordance in the Amphibian Tree of Life,2020,tier1,,,,Fossil Record|Nuclear Gene Sequences,,,Phylogeny Inference,,,,Nuclear Gene Sequences|Fossil Record,,Incomplete Lineage Sorting Considered
https://openalex.org/W4310071929,Adaptive sequence divergence forged new neurodevelopmental enhancers in humans,2022,tier1,,,Bayesian Inference|dN/dS Analysis,,,,Adaptation Inference|Selection Detection,Bayesian Inference|dN/dS Analysis,,,,,Selection Model
https://openalex.org/W3113197882,"<i>Metarhizium</i> : jack of all trades, master of many",2020,tier1,,,,Occurrence / Distribution Records,Insects|Invertebrates|Plants,,,,,Insects|Invertebrates|Plants,Occurrence / Distribution Records,,
https://openalex.org/W3048671222,"Geographical and temporal distribution of SARS-CoV-2 clades in the WHO European Region, January to June 2020",2020,tier2,,,,,,,,,,,,,
https://openalex.org/W3187374982,Origin and Early Evolution of the Eukaryotic Cell,2021,tier1,,,,mtDNA,,,Phylogeny Inference,,,,mtDNA,,
https://openalex.org/W2982414522,Ageing transcriptome meta-analysis reveals similarities and differences between key mammalian tissues,2021,tier2,,,,Transcriptome (RNA-seq),,,Comparative Methods,,,Mammalia,Transcriptome (RNA-seq),,
https://openalex.org/W4206193472,Evolutionary Parasitology,2021,tier1,STRUCTURE,,,Behavioral Data|Morphometric Data,,,,,STRUCTURE,,Behavioral Data|Morphometric Data,,
https://openalex.org/W3081335591,Genome size evolution: towards new model systems for old questions,2020,tier1,,,,,,,,,,,,,
https://openalex.org/W3002838797,One or two membranes? Diderm Firmicutes challenge the Gram‐positive/Gram‐negative divide,2020,tier2,,,,,,,Phylogeny Inference,,,Bacteria,,,
https://openalex.org/W3136772542,Microbial evolution and transitions along the parasite–mutualist continuum,2021,tier2,,,,Morphometric Data,Plants,,,,,Plants,Morphometric Data,,
https://openalex.org/W3096491883,Genome-scale phylogeny and contrasting modes of genome evolution in the fungal phylum Ascomycota,2020,tier1,,,,,,,Phylogeny Inference,,,,,,
https://openalex.org/W4318617997,Natural hybridization reduces vulnerability to climate change,2023,tier2,,,,Ecological / Environmental Variables|Occurrence / Distribution Records,,,Adaptation Inference|Hybridization / Introgression Detection,,,,,,
https://openalex.org/W4220723349,The evolution of brain neuron numbers in amniotes,2022,tier1,,,,,Aves|Mammalia|Reptilia|Vertebrates,,Trait Evolution Analysis,Phylogenetic Comparative Methods (PCM),,,,,
https://openalex.org/W3185283445,Large-scale protein level comparison of Deltaproteobacteria reveals cohesive metabolic groups,2021,tier2,,,,,,Marine Environment,Phylogeny Inference,,,,,,
https://openalex.org/W3035031813,Phylogenetic background and habitat drive the genetic diversification of Escherichia coli,2020,tier1,,,,Ecological / Environmental Variables,Aves|Mammalia,Freshwater Environment,Gene Flow Analysis,,,,,,
https://openalex.org/W3019976500,A single-cell atlas of adult Drosophila ovary identifies transcriptional programs and somatic cell lineage regulating oogenesis,2020,tier2,,,,Transcriptome (RNA-seq),Drosophila|Model Organisms,,,,,,,,
