title,abstract,authors,keywords,year,language
Spontaneous Perforation of Colon in Previously Healthy Infantsand Children: Its Clinical Implication | Spontaneous Perforation of Colon in Previously Healthy Infantsand Children: Its Clinical Implication,"Purpose: Spontaneous colon perforations are usually encountered as necrotizing enterocolitis in the neonatal period, but occur rarely in infants and children without pathological conditions. This study was conducted to describe its clinical implication beyond the neonatal period. Methods: Cases of spontaneous colon perforation confirmed after the operation were reviewed retrospectively and the clinicopathological characteristics were analyzed. Clinical data were compared according to the presence of pneumoperitoneum as initial findings. Results: Eleven patients were included in the study period and showed a history of hospitalization before transfer due to management for fever, respiratory or gastrointestinal problems. Six patients showed a sudden onset of abdomi-nal distention and only seven patients showed a pneumoperitoneum as initial radiologic findings, however there were no significant clinicopathological differences. Perforation was found evenly in all segments of the colon, most commonly at the sigmoid colon in four cases. There were no specific pathologic or serologic causes of perforation. Conclusion: When previously healthy infants and children manifest a sustained fever with a sudden onset of abdomi-nal distention during management for fever associated with respiratory or gastrointestinal problems, there is a great likelihood of colon perforation with no pathological condition. Prompt surgical management as timely decision-mak-ing is necessary in order to achieve a good progress. Purpose: Spontaneous colon perforations are usually encountered as necrotizing enterocolitis in the neonatal period, but occur rarely in infants and children without pathological conditions. This study was conducted to describe its clinical implication beyond the neonatal period. Methods: Cases of spontaneous colon perforation confirmed after the operation were reviewed retrospectively and the clinicopathological characteristics were analyzed. Clinical data were compared according to the presence of pneumoperitoneum as initial findings. Results: Eleven patients were included in the study period and showed a history of hospitalization before transfer due to management for fever, respiratory or gastrointestinal problems. Six patients showed a sudden onset of abdomi-nal distention and only seven patients showed a pneumoperitoneum as initial radiologic findings, however there were no significant clinicopathological differences. Perforation was found evenly in all segments of the colon, most commonly at the sigmoid colon in four cases. There were no specific pathologic or serologic causes of perforation. Conclusion: When previously healthy infants and children manifest a sustained fever with a sudden onset of abdomi-nal distention during management for fever associated with respiratory or gastrointestinal problems, there is a great likelihood of colon perforation with no pathological condition. Prompt surgical management as timely decision-mak-ing is necessary in order to achieve a good progress.",김수홍(부산대학교); 조용훈(부산대학교); 김해영(부산대학교),소아과학,2016-09,영어
"Associations among the Degree of Nonalcoholic Fatty Liver Disease, Metabolic Syndrome, Degree of Obesity in Children, and Parental Obesity | Associations among the Degree of Nonalcoholic Fatty Liver Disease, Metabolic Syndrome, Degree of Obesity in Children, and Parental Obesity","Purpose: To analyze the associations among the degrees of nonalcoholic fatty liver disease (NAFLD) by ultra-sonography and metabolic syndrome, degrees of obesity in children, and degrees of parental obesity. Methods: A total of 198 children with obesity who visited a pediatric obesity clinic were prospectively enrolled in this study. The severity of NAFLD based on ultrasonography was classified into no, mild, moderate, or severe NAFLD group. The degree of obesity based on the percentage over standard weight for height per sex was classified into mild, moderate, or severe. Results: Of 132 patients evaluated for the degree of NAFLD and metabolic syndrome, the p-value of correlation between the two factors was 0.009. Therefore, metabolic syndrome might significantly affect the degree of NAFLD. Of 158 patients evaluated for the degree of NAFLD and the degree of obesity, the p-value of correlation between the two factors was 0.122. Of 154 patients evaluated for the degree of obesity and father’s obesity, the p-value was 0.076. Of 159 patients evaluated for the degree of obesity and mother’s obesity, the p-value was 0.000, indicating that mother’s obesity could significantly affect the degree of obesity in children. Of 142 patients evaluated for the degree of obesity and metabolic syndrome, the p-value was 0.288. Conclusion: Metabolic syndrome might significantly affect the degree of nonalcoholic fatty liver in children. In addition, mother’s obesity might be a significant factor that affects the degree of obesity in children. Purpose: To analyze the associations among the degrees of nonalcoholic fatty liver disease (NAFLD) by ultra-sonography and metabolic syndrome, degrees of obesity in children, and degrees of parental obesity. Methods: A total of 198 children with obesity who visited a pediatric obesity clinic were prospectively enrolled in this study. The severity of NAFLD based on ultrasonography was classified into no, mild, moderate, or severe NAFLD group. The degree of obesity based on the percentage over standard weight for height per sex was classified into mild, moderate, or severe. Results: Of 132 patients evaluated for the degree of NAFLD and metabolic syndrome, the p-value of correlation between the two factors was 0.009. Therefore, metabolic syndrome might significantly affect the degree of NAFLD. Of 158 patients evaluated for the degree of NAFLD and the degree of obesity, the p-value of correlation between the two factors was 0.122. Of 154 patients evaluated for the degree of obesity and father’s obesity, the p-value was 0.076. Of 159 patients evaluated for the degree of obesity and mother’s obesity, the p-value was 0.000, indicating that mother’s obesity could significantly affect the degree of obesity in children. Of 142 patients evaluated for the degree of obesity and metabolic syndrome, the p-value was 0.288. Conclusion: Metabolic syndrome might significantly affect the degree of nonalcoholic fatty liver in children. In addition, mother’s obesity might be a significant factor that affects the degree of obesity in children.",Min-Su Oh(Jeju National University); Sorina Kim(Jeju National University); Joon-Hyuck Jang(Jeju National University); Jong Yoon Park(Jeju National University); Hyun-Sik Kang(Jeju National University); Mu Sook Lee(Jeju National University); Ki Soo Kang(Jeju National University),소아과학,2016-09,영어
Corrosive Esophagitis with Benzalkonium Chloride in a Two Days Old Neonate | Corrosive Esophagitis with Benzalkonium Chloride in a Two Days Old Neonate,"Benzalkonium chloride (BAC) is a caustic agent which is used in farms, homes and hospitals for cleaning skin and wounds as an antiseptic solution. It may lead to digestive system injuries in case of ingestion. We present a two-days-old newborn case which was carried to the emergency unit with complaints of poor breastfeeding, uneasi-ness and crying for 4-6 hours. Her mom confessed that she had given a spoon of 10% BAC solution for her cough. Initial laboratory tests were in normal ranges. A gastroscopy performed in the second hour of her admission revealed an hyperemic and edematous mucosa in the middle third of esophagus and a circumferential ulceration followed in the distal portion. Hereupon, a conservative treatment for 10 days was administered and the control gastroscopy demonstrated that the damage was almost totally improved. She was the youngest case with this etiology and suc-cessfully treated with conservative approach. Benzalkonium chloride (BAC) is a caustic agent which is used in farms, homes and hospitals for cleaning skin and wounds as an antiseptic solution. It may lead to digestive system injuries in case of ingestion. We present a two-days-old newborn case which was carried to the emergency unit with complaints of poor breastfeeding, uneasi-ness and crying for 4-6 hours. Her mom confessed that she had given a spoon of 10% BAC solution for her cough. Initial laboratory tests were in normal ranges. A gastroscopy performed in the second hour of her admission revealed an hyperemic and edematous mucosa in the middle third of esophagus and a circumferential ulceration followed in the distal portion. Hereupon, a conservative treatment for 10 days was administered and the control gastroscopy demonstrated that the damage was almost totally improved. She was the youngest case with this etiology and suc-cessfully treated with conservative approach.",Hasret Ayyildiz Civan(Istanbul University); Didem Gulcu(Istanbul University); Tulay Erkan(Istanbul University),소아과학,2016-09,영어
Oral Vancomycin Therapy in a Child with Primary Sclerosing Cholangitis and Severe Ulcerative Colitis | Oral Vancomycin Therapy in a Child with Primary Sclerosing Cholangitis and Severe Ulcerative Colitis,"Primary sclerosing cholangitis (PSC), a rare progressive liver disease characterized by cholestasis and bile duct fibrosis, has no accepted, effective therapy known to delay or arrest its progression. We report a 15 year old female patient diagnosed with PSC and moderate chronic active ulcerative colitis (UC) who achieved normalization of her liver enzymes and bile ducts, and resolution of her UC symptoms with colonic mucosal healing, after treatment with a single drug therapy of the antibiotic oral vancomycin. We postulate that the oral vancomycin may be acting both as an antibiotic by altering the intestinal microbiome and as an immunomodulator. Oral vancomycin may be a promis-ing treatment for PSC that needs to be further studied in randomized trials. Primary sclerosing cholangitis (PSC), a rare progressive liver disease characterized by cholestasis and bile duct fibrosis, has no accepted, effective therapy known to delay or arrest its progression. We report a 15 year old female patient diagnosed with PSC and moderate chronic active ulcerative colitis (UC) who achieved normalization of her liver enzymes and bile ducts, and resolution of her UC symptoms with colonic mucosal healing, after treatment with a single drug therapy of the antibiotic oral vancomycin. We postulate that the oral vancomycin may be acting both as an antibiotic by altering the intestinal microbiome and as an immunomodulator. Oral vancomycin may be a promis-ing treatment for PSC that needs to be further studied in randomized trials.",Cynthia Buness(National Patient Advocate Foundation); Keith D. Lindor(Arizona State University); Tamir Miloh(Texas Children's Hospital),소아과학,2016-09,영어
Failure of Fecal Microbiota Transplantation in a Three-Year-Old Child with Severe Refractory Ulcerative Colitis | Failure of Fecal Microbiota Transplantation in a Three-Year-Old Child with Severe Refractory Ulcerative Colitis,"Fecal microbiota transplantation (FMT) is a treatment designed to correct gut dysbiosis by administration of feces from a healthy volunteer. It is still unclear whether FMT for children with ulcerative colitis (UC) is effective or hazardous. Here we describe a young patient to have received FMT for UC. A three-year-old girl was admitted to our hospital with severe active UC, and treated with aminosalicylates and various immunosuppressive drugs. As remission was not achieved, we decided to try FMT before colectomy. We administered donor fecal material a total of six times by retention enema (×2) and via a nasoduodenal tube (×4) within 10 days. The patient developed abdominal pain and pyrexia after each FMT session. Analyses revealed the transferred donor fecal microbiota had not been retained by the patient, who ultimately underwent colectomy. The severity of the UC and/or timing of FMT may have partly accounted for the poor outcome. Fecal microbiota transplantation (FMT) is a treatment designed to correct gut dysbiosis by administration of feces from a healthy volunteer. It is still unclear whether FMT for children with ulcerative colitis (UC) is effective or hazardous. Here we describe a young patient to have received FMT for UC. A three-year-old girl was admitted to our hospital with severe active UC, and treated with aminosalicylates and various immunosuppressive drugs. As remission was not achieved, we decided to try FMT before colectomy. We administered donor fecal material a total of six times by retention enema (×2) and via a nasoduodenal tube (×4) within 10 days. The patient developed abdominal pain and pyrexia after each FMT session. Analyses revealed the transferred donor fecal microbiota had not been retained by the patient, who ultimately underwent colectomy. The severity of the UC and/or timing of FMT may have partly accounted for the poor outcome.",Hideki Kumagai(Jichi Medical University); Koji Yokoyama(Jichi Medical University); Tomoyuki Imagawa(Jichi Medical University); Shun Inoue(Jichi Medical University); Janyerkye Tulyeu(Jichi Medical University); Mamoru Tanaka(Jichi Medical University); Takanori Yamagata(Jichi Medical University),소아과학,2016-09,영어
Stepwise Endoscopy Based on Sigmoidoscopy in Evaluating Pediatric Graft-versus-Host Disease | Stepwise Endoscopy Based on Sigmoidoscopy in Evaluating Pediatric Graft-versus-Host Disease,"Purpose: The aim of our study was to establish a safe and convenient diagnostic method for acute gastrointestinal (GI) graft-versus-host disease (GVHD) in children by determining the sensitivity and negative predictive values of upper and lower endoscopic biopsies for children suspected of GI GVHD.Methods: Patients suspected of GI GVHD who received endoscopic evaluation within 100 days after stem cell trans-plantation and endoscopies between January 2012 and March 2014 in Seoul National University Children’s Hospital were included in our study.Results: Fifteen patients with a total of 20 endoscopic procedures were included in our study. Sensitivity at the esoph-agus, stomach, and duodenum were 22.2%, 30.0%, and 80.0%, respectively. Negative predictive values at the esophagus, stomach, and duodenum were 22.2%, 30.0%, and 60.0%, respectively. Overall sensitivity and negative predictive values of upper endoscopic biopsy for GVHD were 77.8% and 50.0%, respectively. Overall sensitivity and negative predictive values of lower endoscopic biopsy for GVHD were 88.9% and 66.7%, respectively.Conclusion: We recommend flexible sigmoidoscopy as a safe and accurate diagnostic tool for GVHD, similar to other studies reported previously. However, if there is no evidence of GVHD on sigmoidoscopy with high index of suspicion of GI bleeding, full colonoscopy and upper endoscopy should be considered. Purpose: The aim of our study was to establish a safe and convenient diagnostic method for acute gastrointestinal (GI) graft-versus-host disease (GVHD) in children by determining the sensitivity and negative predictive values of upper and lower endoscopic biopsies for children suspected of GI GVHD.Methods: Patients suspected of GI GVHD who received endoscopic evaluation within 100 days after stem cell trans-plantation and endoscopies between January 2012 and March 2014 in Seoul National University Children’s Hospital were included in our study.Results: Fifteen patients with a total of 20 endoscopic procedures were included in our study. Sensitivity at the esoph-agus, stomach, and duodenum were 22.2%, 30.0%, and 80.0%, respectively. Negative predictive values at the esophagus, stomach, and duodenum were 22.2%, 30.0%, and 60.0%, respectively. Overall sensitivity and negative predictive values of upper endoscopic biopsy for GVHD were 77.8% and 50.0%, respectively. Overall sensitivity and negative predictive values of lower endoscopic biopsy for GVHD were 88.9% and 66.7%, respectively.Conclusion: We recommend flexible sigmoidoscopy as a safe and accurate diagnostic tool for GVHD, similar to other studies reported previously. However, if there is no evidence of GVHD on sigmoidoscopy with high index of suspicion of GI bleeding, full colonoscopy and upper endoscopy should be considered.",Kyung Jae Lee(Seoul National University College of Medicine); Shin Jie Choi(Seoul National University College of Medicine); 양혜란(서울대학교); 장주영(서울대학교); 강형진(서울대학교); 신희영(서울대학교); 강경훈(서울대학교); 고재성(서울대학교); 문진수(서울대학교병원),소아과학,2016-03,영어
Poor Prognostic Factors in Patients with Parenteral Nutrition-Dependent Pediatric Intestinal Failure | Poor Prognostic Factors in Patients with Parenteral Nutrition-Dependent Pediatric Intestinal Failure,"Purpose: Parenteral nutrition (PN) not only provides nutritional support but also plays a crucial role in the treatment of children with intestinal failure. The aim of this study was to evaluate the clinical significance and clinical outcomes of long-term PN.Methods: Retrospective cohort study was conducted using the medical records of patients treated at Seoul National University Children’s Hospital. This study included 19 patients who received PN for over six months. Most patients received home PN.Results: The indications for PN included short bowel syndrome, chronic intestinal pseudo-obstruction, and intract-able diarrhea of infancy. The median age of PN initiation was 1.3 years, and the median treatment duration was 2.9 years. Two patients were weaned from PN; 14 continued to receive PN with enteral feedings; and 3 patients died. The overall survival rates at 2 and 5 years were 93.3% and 84.0%, respectively. The incidence of catheter-re-lated bloodstream infections was 2.7/1,000 catheter-days and was associated with younger age at PN initiation and lower initial height Z-score. Six patients developed catheter-related central vein thrombosis, with an incidence of 0.25/1,000 catheter-days. Eleven patients experienced PN-associated liver disease (PNALD), and one patient un-derwent multi-visceral transplant. The patients with PNALD exhibited lower final heights and body weight Z-scores. All patients experienced micronutrient deficiencies transiently while receiving PN.Conclusion: PN is an important and safe treatment for pediatric intestinal failure. PNALD was linked to final anthro-pometric poor outcomes. Micronutrient deficiencies were common. Anthropometric measurements and micro-nutrient levels must be monitored for successful PN completion. Purpose: Parenteral nutrition (PN) not only provides nutritional support but also plays a crucial role in the treatment of children with intestinal failure. The aim of this study was to evaluate the clinical significance and clinical outcomes of long-term PN.Methods: Retrospective cohort study was conducted using the medical records of patients treated at Seoul National University Children’s Hospital. This study included 19 patients who received PN for over six months. Most patients received home PN.Results: The indications for PN included short bowel syndrome, chronic intestinal pseudo-obstruction, and intract-able diarrhea of infancy. The median age of PN initiation was 1.3 years, and the median treatment duration was 2.9 years. Two patients were weaned from PN; 14 continued to receive PN with enteral feedings; and 3 patients died. The overall survival rates at 2 and 5 years were 93.3% and 84.0%, respectively. The incidence of catheter-re-lated bloodstream infections was 2.7/1,000 catheter-days and was associated with younger age at PN initiation and lower initial height Z-score. Six patients developed catheter-related central vein thrombosis, with an incidence of 0.25/1,000 catheter-days. Eleven patients experienced PN-associated liver disease (PNALD), and one patient un-derwent multi-visceral transplant. The patients with PNALD exhibited lower final heights and body weight Z-scores. All patients experienced micronutrient deficiencies transiently while receiving PN.Conclusion: PN is an important and safe treatment for pediatric intestinal failure. PNALD was linked to final anthro-pometric poor outcomes. Micronutrient deficiencies were common. Anthropometric measurements and micro-nutrient levels must be monitored for successful PN completion.",Shin Jie Choi(Seoul National University Children’s Hospital); Kyung Jae Lee(Seoul National University Children’s Hospital); Jong Sub Choi(Seoul National University Children’s Hospital); 양혜란(서울대학교); 문진수(서울대학교병원); 장주영(서울대학교); 고재성(서울대학교),소아과학,2016-03,영어
Colon Transit Time Test in Korean Children with Chronic Functional Constipation | Colon Transit Time Test in Korean Children with Chronic Functional Constipation,"Purpose: Each ethnic group has a unique life style, including diets. Life style affects bowel movement. The aim of this study is to describe the results of colon transit time (CTT) tests in Korean children who had chronic functional constipation based on highly refined data.Methods: One hundred ninety (86 males) out of 415 children who performed a CTT test under the diagnosis of chronic constipation according to Rome III criteria at Konkuk University Medical Center from January 2006 through March 2015 were enrolled in this study. Two hundreds twenty-five children were excluded on the basis of CTT test result, defecation diary, and clinical setting. Shapiro-Wilk and Mann-Whitney U, and chi-square tests were used for statistical analysis.Results: The median value and interquartile range (IQR) of CTT was 54 (37.5) hours in Encopresis group, and those in non-encopresis group was 40.2 (27.9) hours (p＜0.001). The frequency of subtype between non-encopresis group and encopresis was statistically significant (p=0.002). The non-encopresis group (n=154, 81.1%) was divided into normal transit subgroup (n=84, 54.5%; median value and IQR of CTT=26.4 [9.6] hours), outlet obstruction subgroup (n=18, 11.7%; 62.4 [15.6] hours), and slow transit subgroup (n=52, 33.8%; 54.6 [21.0] hours]. The encopresis group (n=36, 18.9%) was divided into normal transit subgroup (n=8, 22.2%; median value and IQR of CTT=32.4 [9.9] hours), outlet obstruction subgroup (n=8, 22.2%; 67.8 [34.8] hours), and slow transit subgroup (n=20, 55.6%; 59.4 [62.7] hours). Conclusion: This study provided the basic pattern and value of the CTT test in Korean children with chronic constipation. Purpose: Each ethnic group has a unique life style, including diets. Life style affects bowel movement. The aim of this study is to describe the results of colon transit time (CTT) tests in Korean children who had chronic functional constipation based on highly refined data.Methods: One hundred ninety (86 males) out of 415 children who performed a CTT test under the diagnosis of chronic constipation according to Rome III criteria at Konkuk University Medical Center from January 2006 through March 2015 were enrolled in this study. Two hundreds twenty-five children were excluded on the basis of CTT test result, defecation diary, and clinical setting. Shapiro-Wilk and Mann-Whitney U, and chi-square tests were used for statistical analysis.Results: The median value and interquartile range (IQR) of CTT was 54 (37.5) hours in Encopresis group, and those in non-encopresis group was 40.2 (27.9) hours (p＜0.001). The frequency of subtype between non-encopresis group and encopresis was statistically significant (p=0.002). The non-encopresis group (n=154, 81.1%) was divided into normal transit subgroup (n=84, 54.5%; median value and IQR of CTT=26.4 [9.6] hours), outlet obstruction subgroup (n=18, 11.7%; 62.4 [15.6] hours), and slow transit subgroup (n=52, 33.8%; 54.6 [21.0] hours]. The encopresis group (n=36, 18.9%) was divided into normal transit subgroup (n=8, 22.2%; median value and IQR of CTT=32.4 [9.9] hours), outlet obstruction subgroup (n=8, 22.2%; 67.8 [34.8] hours), and slow transit subgroup (n=20, 55.6%; 59.4 [62.7] hours). Conclusion: This study provided the basic pattern and value of the CTT test in Korean children with chronic constipation.",Ha Yeong Yoo(Konkuk University Medical Center); Mock Ryeon Kim(Konkuk University); 박혜원(건국대학교); 손재성(건국대학교); 배선환(Konkuk University Medical Center),소아과학,2016-03,영어
Association between Elevated Alanine Aminotransferase and Urosepsis in Children with Acute Pyelonephritis | Association between Elevated Alanine Aminotransferase and Urosepsis in Children with Acute Pyelonephritis,"Purpose: The aim of this study is to investigate the association between elevated alanine aminotransferase (ALT) and urosepsis in children with acute pyelonephritis (APN).Methods: We retrospectively identified all children who were managed in our hospital with APN during a decade period. In our study a diagnosis of APN was defined as having a positive urine culture and a positive (99m)Tc-di-mercaptosuccinic acid scintigraphy. We compared those with elevated ALT and those with normal ALT according to the following variables: age, gender, duration of fever prior to admission, presence of hypotension, C-reactive protein (CRP), creatinine, presence of anemia, white blood cells count, platelet count, blood culture result, and grades of vesicoureteral reflux. In addition, the correlation between elevated ALT and positive blood culture was analyzed in detail.Results: A total of 996 children were diagnosed with APN, of which 883 were included in the study. ALT was elevated in 81 children (9.2%). In the analysis of demographic characteristics, the number of children with elevated ALT was higher in children between 0 to 3 months, boys, and in those with positive blood culture (p=0.002, 0.036, and 0.010, respectively). In multivariate analysis of variables associated with positive blood culture, age younger than 3 months, elevated ALT, elevated CRP, and elevated creatinine showed statistical significance (p=0.004, 0.030, 0.043, and 0.044, respectively).Conclusion: Our study demonstrates the association between elevated ALT and increased prevalence of urosepsis in addition to elevated CRP, elevated creatinine, and age younger than 3 months in children with APN. Purpose: The aim of this study is to investigate the association between elevated alanine aminotransferase (ALT) and urosepsis in children with acute pyelonephritis (APN).Methods: We retrospectively identified all children who were managed in our hospital with APN during a decade period. In our study a diagnosis of APN was defined as having a positive urine culture and a positive (99m)Tc-di-mercaptosuccinic acid scintigraphy. We compared those with elevated ALT and those with normal ALT according to the following variables: age, gender, duration of fever prior to admission, presence of hypotension, C-reactive protein (CRP), creatinine, presence of anemia, white blood cells count, platelet count, blood culture result, and grades of vesicoureteral reflux. In addition, the correlation between elevated ALT and positive blood culture was analyzed in detail.Results: A total of 996 children were diagnosed with APN, of which 883 were included in the study. ALT was elevated in 81 children (9.2%). In the analysis of demographic characteristics, the number of children with elevated ALT was higher in children between 0 to 3 months, boys, and in those with positive blood culture (p=0.002, 0.036, and 0.010, respectively). In multivariate analysis of variables associated with positive blood culture, age younger than 3 months, elevated ALT, elevated CRP, and elevated creatinine showed statistical significance (p=0.004, 0.030, 0.043, and 0.044, respectively).Conclusion: Our study demonstrates the association between elevated ALT and increased prevalence of urosepsis in addition to elevated CRP, elevated creatinine, and age younger than 3 months in children with APN.",김동완(가천대학교); 이성현(가천대학교); 차한(가천대학교); 류일(가천대학교); 조혜경(가천대학교); 김윤미(가천대학교),소아과학,2016-03,영어
Parenteral Nutrition-Associated Cholestasis in Very Low Birth Weight Infants: A Single Center Experience | Parenteral Nutrition-Associated Cholestasis in Very Low Birth Weight Infants: A Single Center Experience,"Purpose: Parenteral nutrition (PN)-associated cholestasis (PNAC) is one of the most common complications in very low birth weight infants (VLBWIs). The aim of this study is to evaluate the risk factors of PNAC in VBLWIs.Methods: We retrospectively reviewed the medical records of 322 VLBWIs admitted to the neonatal intensive care unit of our hospital from July 1, 2009 to December 31, 2013. We excluded 72 dead infants; 6 infants were transferred to another hospital, and 57 infants were transferred to our hospital at 2 weeks after birth. The infants were divided into the cholestasis and the non-cholestasis groups. PNAC was defined as a direct bilirubin level of ≥2.0 mg/dL in infants administered with PN for ≥2 weeks.Results: A total of 187 VLBWI were enrolled in this study; of these, 46 infants developed PNAC. Multivariate logistic regression analysis showed that the risk factors of PNAC in VLBWI were longer duration of antimicrobial use (odds ratio [OR] 4.49, 95% confidence interval [95% CI] 4.42-4.58), longer duration of PN (OR 2.68, 95% CI 2.41-3.00), long-term lack of enteral nutrition (OR 2.89, 95% CI 2.43-3.37), occurrence of necrotizing enterocolitis (OR 2.40, 95% CI 2.16-2.83), and gastrointestinal operation (OR 2.19, 95% CI 2.03-2.58).Conclusion: The results of this study suggest that shorter PN, aggressive enteral nutrition, and appropriate anti-microbial use are important strategies in preventing PNAC. Purpose: Parenteral nutrition (PN)-associated cholestasis (PNAC) is one of the most common complications in very low birth weight infants (VLBWIs). The aim of this study is to evaluate the risk factors of PNAC in VBLWIs.Methods: We retrospectively reviewed the medical records of 322 VLBWIs admitted to the neonatal intensive care unit of our hospital from July 1, 2009 to December 31, 2013. We excluded 72 dead infants; 6 infants were transferred to another hospital, and 57 infants were transferred to our hospital at 2 weeks after birth. The infants were divided into the cholestasis and the non-cholestasis groups. PNAC was defined as a direct bilirubin level of ≥2.0 mg/dL in infants administered with PN for ≥2 weeks.Results: A total of 187 VLBWI were enrolled in this study; of these, 46 infants developed PNAC. Multivariate logistic regression analysis showed that the risk factors of PNAC in VLBWI were longer duration of antimicrobial use (odds ratio [OR] 4.49, 95% confidence interval [95% CI] 4.42-4.58), longer duration of PN (OR 2.68, 95% CI 2.41-3.00), long-term lack of enteral nutrition (OR 2.89, 95% CI 2.43-3.37), occurrence of necrotizing enterocolitis (OR 2.40, 95% CI 2.16-2.83), and gastrointestinal operation (OR 2.19, 95% CI 2.03-2.58).Conclusion: The results of this study suggest that shorter PN, aggressive enteral nutrition, and appropriate anti-microbial use are important strategies in preventing PNAC.",김아영(부산대학교); 임령경(부산대학교); 한영미(부산대학교); 박경희(부산대학교병원); 변신연(부산대학교),소아과학,2016-03,영어
Cholestasis beyond the Neonatal and Infancy Periods | Cholestasis beyond the Neonatal and Infancy Periods,"Cholestasis results from impairment in the excretion of bile, which may be due to mechanical obstruction of bile flow or impairment of excretion of bile components into the bile canaliculus. When present, cholestasis warrants prompt diagnosis and treatment. The differential diagnosis of cholestasis beyond the neonatal period is broad and includes congenital and acquired etiologies. It is imperative that the clinician differentiates between intrahepatic and extra-hepatic origin of cholestasis. Treatment may be supportive or curative and depends on the etiology. Recent literature shows that optimal nutritional and medical support also plays an integral role in the management of pediatric patients with chronic cholestasis. This review will provide a broad overview of the pathophysiology, diagnostic approach, and management of cholestasis beyond the neonatal and infancy periods. Cholestasis results from impairment in the excretion of bile, which may be due to mechanical obstruction of bile flow or impairment of excretion of bile components into the bile canaliculus. When present, cholestasis warrants prompt diagnosis and treatment. The differential diagnosis of cholestasis beyond the neonatal period is broad and includes congenital and acquired etiologies. It is imperative that the clinician differentiates between intrahepatic and extra-hepatic origin of cholestasis. Treatment may be supportive or curative and depends on the etiology. Recent literature shows that optimal nutritional and medical support also plays an integral role in the management of pediatric patients with chronic cholestasis. This review will provide a broad overview of the pathophysiology, diagnostic approach, and management of cholestasis beyond the neonatal and infancy periods.","Racha Khalaf(Johns Hopkins All Children’s Hospital, St. Petersburg, FL, United Stat); Claudia Phen(Johns Hopkins All Children’s Hospital, St. Petersburg, FL, United States); Sara Karjoo(Johns Hopkins All Children’s Hospital, St. Petersburg, FL, United States); Michael Wilsey(Johns Hopkins All Children’s Hospital, St. Petersburg, FL, United States)",소아과학,2016-03,영어
Esophageal Stricture Secondary to Candidiasis in a Child with Glycogen Storage Disease 1b | Esophageal Stricture Secondary to Candidiasis in a Child with Glycogen Storage Disease 1b,"Esophageal candidiasis is commonly seen in immunocompromised patients; however, candida esophagitis induced stricture is a very rare complication. We report the first case of esophageal stricture secondary to candidiasis in a glycogen storage disease (GSD) 1b child. The patient was diagnosed with GSD type 1b by liver biopsy. No mutation was found in the G6PC gene, but SLC37A4 gene sequencing revealed a compound heterozygous mutation (p.R28H and p.W107X, which was a novel mutation). The patient’s absolute neutrophil count was continuously under 1,000/µLwhen he was over 6 years of age. He was admitted frequently for recurrent fever and infection, and frequently received intravenous antibiotics, antifungal agents. He complained of persistent dysphagia beginning at age 7 years. Esophageal stricture and multiple whitish patches were observed by endoscopy and endoscopic biopsy revealed numerous fungal hyphae consistent with candida esophagitis. He received esophageal balloon dilatation four times, and his symptoms improved. Esophageal candidiasis is commonly seen in immunocompromised patients; however, candida esophagitis induced stricture is a very rare complication. We report the first case of esophageal stricture secondary to candidiasis in a glycogen storage disease (GSD) 1b child. The patient was diagnosed with GSD type 1b by liver biopsy. No mutation was found in the G6PC gene, but SLC37A4 gene sequencing revealed a compound heterozygous mutation (p.R28H and p.W107X, which was a novel mutation). The patient’s absolute neutrophil count was continuously under 1,000/µLwhen he was over 6 years of age. He was admitted frequently for recurrent fever and infection, and frequently received intravenous antibiotics, antifungal agents. He complained of persistent dysphagia beginning at age 7 years. Esophageal stricture and multiple whitish patches were observed by endoscopy and endoscopic biopsy revealed numerous fungal hyphae consistent with candida esophagitis. He received esophageal balloon dilatation four times, and his symptoms improved.",이경재(서울대학교); 최신지(서울대학교); 김우선(서울대학교); 박성섭(서울대학교); 문진수(서울대학교병원); 고재성(서울대학교),소아과학,2016-03,영어
